sample_idx,token_idx,word_idx,token_id,token,is_special,is_word_start,label,pred,prob_0,prob_1
0,1,0,36,C,False,True,0,0,0.9999167919158936,8.317078754771501e-05
0,3,1,3525,era,False,True,0,0,0.9999936819076538,6.265356205403805e-06
0,4,2,9821,una,False,True,0,0,0.999995231628418,4.729346528620226e-06
0,5,3,8625,vol,False,True,0,0,0.9999971389770508,2.8909971661050804e-06
0,7,4,2866,âĢ¦,False,True,0,0,0.9672560095787048,0.032744038850069046
0,8,5,1253,âĢĵ,False,True,0,0,0.8719117641448975,0.12808825075626373
0,9,6,2447,Un,False,True,0,0,0.999974250793457,2.5766585167730227e-05
0,10,7,250,re,False,True,0,0,0.9999573230743408,4.2647468944778666e-05
0,11,8,2,!,False,True,0,0,0.9877586960792542,0.012241274118423462
0,12,9,1253,âĢĵ,False,True,0,0,0.9905463457107544,0.009453652426600456
0,13,10,7341,dir,False,True,0,0,0.9999145269393921,8.547616744181141e-05
0,15,11,2377,sub,False,True,0,0,0.9999837875366211,1.618758324184455e-05
0,17,12,74,i,False,True,0,0,0.9999966621398926,3.3536139198986348e-06
0,18,13,44492,mie,False,True,0,0,0.9999512434005737,4.870463817496784e-05
0,20,14,14985,pic,False,True,0,0,0.9999723434448242,2.764345845207572e-05
0,22,15,17655,lett,False,True,0,0,0.9999997615814209,1.8266256063270703e-07
0,24,16,15,.,False,True,1,1,0.21530947089195251,0.7846904993057251
0,25,17,1253,âĢĵ,False,True,0,0,0.9305530190467834,0.06944702565670013
0,26,18,2302,No,False,True,0,0,0.9995728135108948,0.00042720790952444077
0,27,19,6624,""",""",False,True,0,0,0.9998809099197388,0.0001191323681268841
0,28,20,22194,rag,False,True,0,0,0.9999817609786987,1.820015131670516e-05
0,31,21,6624,""",""",False,True,0,0,0.9999788999557495,2.1112482500029728e-05
0,32,22,580,av,False,True,0,0,0.9999902248382568,9.818327271204907e-06
0,34,23,18516,sb,False,True,0,0,0.9999997615814209,2.238028713463791e-07
0,38,24,15,.,False,True,1,1,0.004272936377674341,0.9957270622253418
0,39,25,36,C,False,True,0,0,0.9999414682388306,5.851939567946829e-05
0,41,26,3525,era,False,True,0,0,0.9999990463256836,9.797794291444006e-07
0,42,27,9821,una,False,True,0,0,0.9999994039535522,6.375547627612832e-07
0,43,28,8625,vol,False,True,0,0,0.9999996423721313,3.180879843966977e-07
0,45,29,328,un,False,True,0,0,0.9999998807907104,1.0087586588269915e-07
0,46,30,365,pe,False,True,0,0,0.9999994039535522,6.012714379721729e-07
0,48,31,5168,di,False,True,0,0,0.9999998807907104,1.0407800488110297e-07
0,49,32,1851,leg,False,True,0,0,0.9999996423721313,3.8972950733295875e-07
0,51,33,15,.,False,True,1,1,0.0011948780156672,0.9988051652908325
0,52,34,11592,Non,False,True,0,0,0.9999600648880005,3.990750701632351e-05
0,53,35,3525,era,False,True,0,0,0.9999991655349731,7.965549571053998e-07
0,54,36,328,un,False,True,0,0,0.9999997615814209,2.818103723711829e-07
0,55,37,1851,leg,False,True,0,0,0.9999995231628418,5.102925229039101e-07
0,57,38,5168,di,False,True,0,0,0.9999994039535522,6.25223378847295e-07
0,58,39,77,l,False,True,0,0,0.9999997615814209,2.7420901460573077e-07
0,61,40,6624,""",""",False,True,0,0,0.9999955892562866,4.356880253908457e-06
0,62,41,785,ma,False,True,0,0,0.9999876022338867,1.2363107998680789e-05
0,63,42,328,un,False,True,0,0,0.9999985694885254,1.3871175497115473e-06
0,64,43,6017,sem,False,True,0,0,0.9999974966049194,2.521573378544417e-06
0,67,44,365,pe,False,True,0,0,0.9999992847442627,7.252717182382185e-07
0,69,45,1473,da,False,True,0,0,0.9999988079071045,1.2193547718197806e-06
0,70,46,8076,cat,False,True,0,0,0.9999996423721313,2.999855155394471e-07
0,72,47,6624,""",""",False,True,0,0,0.9999767541885376,2.3187476472230628e-05
0,73,48,5168,di,False,True,0,0,0.9999783039093018,2.169772778870538e-05
0,74,49,371,qu,False,True,0,0,0.9999977350234985,2.2869683107273886e-06
0,76,50,1962,che,False,True,0,0,0.9999951124191284,4.841499048779951e-06
0,77,51,69,d,False,True,0,0,0.9999942779541016,5.771920314145973e-06
0,79,52,249,in,False,True,0,0,0.9999971389770508,2.8909971661050804e-06
0,82,53,9245,si,False,True,0,0,0.9999974966049194,2.4439925709884847e-06
0,83,54,3899,met,False,True,0,0,0.9999992847442627,6.893609452163219e-07
0,86,55,79,n,False,True,0,0,0.9999984502792358,1.596562242411892e-06
0,88,56,296,st,False,True,0,0,0.9999995231628418,4.347746482835646e-07
0,91,57,70,e,False,True,0,0,0.9999991655349731,8.714338832760404e-07
0,92,58,570,ne,False,True,0,0,0.9999971389770508,2.9136713237676304e-06
0,94,59,68,c,False,True,0,0,0.9999997615814209,1.7983066413762572e-07
0,97,60,468,per,False,True,0,0,0.999994158744812,5.885759946977487e-06
0,98,61,3649,acc,False,True,0,0,0.9999983310699463,1.6929055846048868e-06
0,101,62,300,il,False,True,0,0,0.9999998807907104,1.2851918995693268e-07
0,102,63,19766,fu,False,True,0,0,0.9999986886978149,1.3602883655039477e-06
0,104,64,70,e,False,True,0,0,0.999998927116394,1.014837152979453e-06
0,105,65,468,per,False,True,0,0,0.9999988079071045,1.1772316383940051e-06
0,106,66,4448,ris,False,True,0,0,0.9999974966049194,2.4535581815143814e-06
0,110,67,282,le,False,True,0,0,0.9999998807907104,8.628369840835148e-08
0,111,68,18549,stan,False,True,0,0,0.999998927116394,1.0267997367918724e-06
0,113,69,15,.,False,True,1,1,0.0009092752006836236,0.9990907907485962
0,114,70,11592,Non,False,True,0,0,0.9999873638153076,1.2606945347215515e-05
0,115,71,601,so,False,True,0,0,0.9999934434890747,6.591734290850582e-06
0,116,72,3188,come,False,True,0,0,0.9999996423721313,3.2690570606064284e-07
0,117,73,395,and,False,True,0,0,0.9999995231628418,5.004226295568515e-07
0,119,74,6624,""",""",False,True,0,0,0.9999698400497437,3.012405795743689e-05
0,120,75,785,ma,False,True,0,0,0.9999955892562866,4.4254902604734525e-06
0,121,76,300,il,False,True,0,0,0.9999996423721313,3.3596785442568944e-07
0,122,77,19397,fat,False,True,0,0,0.9999994039535522,5.896417860640213e-07
0,124,78,72,g,False,True,0,0,0.9999998807907104,9.970062819775194e-08
0,126,79,3539,Ã¨,False,True,0,0,0.9999991655349731,8.545787864022714e-07
0,127,80,1962,che,False,True,0,0,0.9999991655349731,8.282862609121366e-07
0,128,81,328,un,False,True,0,0,0.9999996423721313,3.386028595286916e-07
0,129,82,8382,bel,False,True,0,0,0.9999994039535522,6.450700880122895e-07
0,130,83,72,g,False,True,0,0,0.9999996423721313,3.851890539863234e-07
0,133,84,4557,quest,False,True,0,0,0.9999996423721313,3.851890539863234e-07
0,135,85,365,pe,False,True,0,0,0.9999996423721313,3.912548720563791e-07
0,137,86,5168,di,False,True,0,0,0.9999996423721313,3.912548720563791e-07
0,138,87,1851,leg,False,True,0,0,0.9999996423721313,3.107194856966089e-07
0,140,88,4421,cap,False,True,0,0,0.9999946355819702,5.380023594625527e-06
0,143,89,79,n,False,True,0,0,0.9999973773956299,2.581370381449233e-06
0,145,90,12042,bot,False,True,0,0,0.9999984502792358,1.5903377743597957e-06
0,148,91,5168,di,False,True,0,0,0.9999969005584717,3.1137255973590072e-06
0,149,92,328,un,False,True,0,0,0.9999957084655762,4.2893334466498345e-06
0,150,93,4642,vec,False,True,0,0,0.9999349117279053,6.502816540887579e-05
0,152,94,39226,fal,False,True,0,0,0.9999986886978149,1.2778726841133903e-06
0,155,95,6624,""",""",False,True,0,0,0.9999843835830688,1.562838224344887e-05
0,156,96,300,il,False,True,0,0,0.9999966621398926,3.340539024065947e-06
0,157,97,371,qu,False,True,0,0,0.9999985694885254,1.3709570794162573e-06
0,159,98,1123,ave,False,True,0,0,0.9999995231628418,4.574231979859178e-07
0,161,99,79,n,False,True,0,0,0.9999995231628418,4.263653465841344e-07
0,163,100,78,m,False,True,0,0,0.9999992847442627,7.196275646492722e-07
0,169,101,6624,""",""",False,True,0,0,0.9999871253967285,1.2905907169624697e-05
0,170,102,339,se,False,True,0,0,0.9999680519104004,3.194181772414595e-05
0,171,103,4160,non,False,True,0,0,0.9999871253967285,1.2905907169624697e-05
0,172,104,1962,che,False,True,0,0,0.999992847442627,7.211374850157881e-06
0,173,105,85,t,False,True,0,0,0.9999982118606567,1.8091417359755724e-06
0,176,106,4213,lo,False,True,0,0,0.9999998807907104,1.4170315409955947e-07
0,177,107,4635,chi,False,True,0,0,0.9999994039535522,5.715004363082699e-07
0,181,108,785,ma,False,True,0,0,0.9999994039535522,6.475948453044111e-07
0,184,109,36,C,False,True,0,0,0.9999997615814209,1.877261581739731e-07
0,188,110,6624,""",""",False,True,0,0,0.9999969005584717,3.1381466669699876e-06
0,189,111,468,per,False,True,0,0,0.9999769926071167,2.3007034542388283e-05
0,190,112,13917,via,False,True,0,0,0.9999755620956421,2.449082603561692e-05
0,191,113,69,d,False,True,0,0,0.9999959468841553,4.013747002318269e-06
0,193,114,34139,pun,False,True,0,0,0.9999997615814209,1.899390298376602e-07
0,195,115,7555,del,False,True,0,0,0.9999998807907104,1.1793584064889728e-07
0,196,116,3467,su,False,True,0,0,0.9999997615814209,2.291101992568656e-07
0,198,117,27109,nas,False,True,0,0,0.9999935626983643,6.489539373433217e-06
0,200,118,6624,""",""",False,True,0,0,0.9999512434005737,4.870463817496784e-05
0,201,119,1962,che,False,True,0,0,0.9999786615371704,2.1361343897297047e-05
0,202,120,3525,era,False,True,0,0,0.9999971389770508,2.824027205861057e-06
0,203,121,339,se,False,True,0,0,0.9999978542327881,2.1233784082141938e-06
0,206,122,77,l,False,True,0,0,0.9999998807907104,6.564118137930564e-08
0,209,123,70,e,False,True,0,0,0.9999991655349731,8.92099365046306e-07
0,210,124,4904,pa,False,True,0,0,0.9999994039535522,5.965923151052266e-07
0,214,125,6624,""",""",False,True,0,0,0.9998270869255066,0.00017298902093898505
0,215,126,3188,come,False,True,0,0,0.99994957447052,5.044728459324688e-05
0,216,127,9821,una,False,True,0,0,0.9998332262039185,0.00016668821626808494
0,217,128,36,C,False,True,0,0,0.9999904632568359,9.479151231062133e-06
0,221,129,2056,mat,False,True,0,0,0.9999916553497314,8.332718607562128e-06
0,223,130,15,.,False,True,1,1,0.0011203773319721222,0.998879611492157
0,224,131,2946,App,False,True,0,0,0.999993085861206,6.908076102263294e-06
0,226,132,785,ma,False,True,0,0,0.9999977350234985,2.2339906990964664e-06
0,229,133,36,C,False,True,0,0,0.9999994039535522,5.582616040555877e-07
0,233,134,2275,eb,False,True,0,0,0.9999924898147583,7.557453500339761e-06
0,235,135,87,v,False,True,0,0,0.9999986886978149,1.365612320114451e-06
0,237,136,38582,quel,False,True,0,0,0.9999958276748657,4.2228334677929524e-06
